2026-07-27 11:29:51.516931,nairobi,20.6,hiphop
2026-07-27 11:29:59.408601,london,19.1,house
2026-07-27 11:30:06.005644,seattle,14.0,house
2026-07-27 11:30:15.144569,rosario,15.0,house
2026-07-27 11:30:20.299822,qatar,42.7,amapiano
